Date,^GSPC,AXP,XOM,AAPL,BA,CAT,CSCO,CVX,GS,HD,PFE,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,RTX,VZ,WBA,WMT,DIS
1999-05-05,0.011494037983295735,0.01769921551738629,-0.01879906346588356,0.010752023852588666,0.023188434066690577,-0.004775576233426504,0.021576682710057415,-0.0024922429464653284,-0.017762413565745483,-0.007383657269638633,0.03812491012584229,0.000589678787293213,0.03799208501575335,-0.010526159987820582,0.026387808278019564,-0.025076194071160463,-0.004594665170939205,-0.01663254744303877,0.027336841372440412,0.013611321546301403,-0.003984006164815979,-0.006130928363286325,0.008403695841249448,0.016806604233575495,-0.010287786631972717,0.017428883149408048,-0.0024328104941768736,0.02414763183845836,-0.022358008015604502
1999-05-06,-0.011326279105755788,0.01256064284910563,-0.028739791006097914,-0.05319295266805102,0.018413412640279736,0.003838518434058802,-0.03632770613944225,-0.022485969206991308,-0.017178738711356223,-0.030818358587980543,-0.01954601394189559,-0.012435406778390501,-0.06738265939002941,0.038563733738384176,-0.019504052388245596,-0.03273545372239706,0.004615873564439266,-0.002706647987480326,0.02145948195262548,-0.015008015520786233,0.003999941958236386,0.010280894915852823,0.05416670031952964,-0.035123846578949625,-0.011149341828645909,-0.042826886434701894,-0.009756373205896174,-0.04854430485636774,-0.006236838741837003
1999-05-07,0.009721820274897208,0.028149081829782707,0.006828368771766735,0.03089943786007332,0.018080754654658637,-0.03346026434243132,0.014611474236295052,-0.030032171156935683,0.0910762256970512,0.005482959303690249,0.008081691068412722,0.03823139610969006,0.020942396431410826,-0.015364482596851081,-0.019891423538697883,0.010475464998529471,-0.019908425698192844,0.008141249727894762,0.0016804405596972938,0.014434569666044839,0.003983775537722334,-0.012890006539016396,0.0434781951846237,0.010706493867041145,0.00563739267747132,0.041387305146465936,0.004926194579359944,0.04373236123865909,0.004184154161301024
1999-05-10,-0.003494387488382933,-0.027378404870708195,-0.0018477622902338675,-0.013623031966725319,-0.03688533007569306,-0.022750507513333962,0.00691217163176483,0.014492711484435539,-0.04637435093797715,-0.01635817491530278,-0.022447756890653925,0.006329199503051219,-0.005128151472204023,-0.0286088760571811,-0.010147561207206168,0.007973936288002914,-0.012499713772607723,0.014131317264726162,-0.03187925070423392,0.007905064767611991,-0.00297561232214838,-0.0075598376653363,0.0018938332371920552,-0.0021183672461116965,0.01983603725005678,-0.042964892707937685,-0.014705597636565204,0.009776585141921368,-0.008333024632037889
1999-05-11,0.011422768011404294,-0.024332049813987955,-0.009105021814361236,-0.011048791073750008,-0.014184340507576776,0.023280142571825868,0.024027240349920875,0.018831566749739848,-0.000884250712486434,0.050997536681242295,0.0016401989782348636,0.010863248011179216,0.027834942598918166,-0.006024427280351685,-0.0018639820234269688,0.012658857277735525,0.0585441574308585,0.008626922941767923,-0.0077991133024067905,0.002352979999821647,0.04278620674401257,0.01523492465601306,0.00945178315832007,0.020169857164787475,0.010570755877452376,0.0426491947243548,0.004974770477539803,0.047026287980057146,-0.0105043327702935
1999-05-12,0.006189106556530488,-0.0141812334463427,-0.03139358754511212,0.03910589143250354,-0.016975398297934596,-0.03857602801565174,0.06145279017591121,-0.03441703358823511,0.040707673022642776,-0.004219243421840768,0.01091690202915263,0.02036228708790433,0.0030088169422779476,0.020202318975622857,-0.007469539895553434,0.028906351672689956,-0.001494821870385521,-0.011841984543190964,0.0,0.007824804598864032,-0.019084201091611575,0.014324996405459478,0.0411982426026023,0.007283812049354577,-0.020083696605864176,-0.021528692484023115,0.01732670779880996,-0.01585223708667105,-0.008492845403702765
1999-05-13,0.0026100136317814826,-0.009920589186074191,0.003952345181018835,-0.0067225020605745645,0.005873844583641485,-0.002057420922808584,-0.008947568190755484,-0.0026401152950794593,-0.004251535115514682,-0.0010594493976063823,0.01781911273915382,0.09090844860202663,-0.038999859657157354,0.005939859890926158,-0.010348029324601105,0.020500754436947544,-0.020958287452074398,-0.03129212612181642,0.020087332480929865,-0.017080600613056385,-0.019455718887423923,-0.010087677319470023,0.035970987749193384,-0.014462738075081805,-0.0034153410036540377,0.02970380876918277,0.0,0.009396325714943199,0.006424151051639848
1999-05-14,-0.02176139144940148,-0.030059625377396593,-0.00787376007345919,-0.03924204393245112,0.0043799010843110775,0.0061853287565065695,-0.019118395371486074,0.0,-0.040990343878392066,-0.013786094389794501,-0.03925761379340964,-0.02743852087408194,-0.03433920444467664,-0.022058697925662618,-0.007604762332127146,-0.05877948826153312,-0.012232217176594506,-0.006872661440088468,-0.023972849536313956,-0.028436251969769177,-0.010912543828087262,0.003396700361059546,-0.059027537823234555,-0.039832227102505446,-0.029991918516369398,-0.042735543866676995,-0.007299183079028881,-0.013298220212216494,0.0
1999-05-17,0.0012632242073322697,0.005164896675356134,0.0031744612187889487,0.0,-0.011628434429149626,0.002048988960302589,0.008663082225106589,0.015221555179735224,-0.022262192869204833,0.005376992836044314,0.012700665729590055,-0.00731495304969898,0.024784460447256684,-0.012113187433666073,0.028735965600791724,-0.005534072613386787,-0.017027988818310802,-0.011764414348381602,0.009649358704864275,0.029268539534766935,0.002006686063367402,0.019635126085594923,-0.0055352507037185195,-0.013100484225253228,-0.026501582219884856,0.044643404017421284,-0.009803984132002452,-0.014824341361083904,-0.01276603505343199
1999-05-18,-0.004606263570684055,0.02261084099608368,-0.015823027911464504,0.01971953830901052,0.027941199516651638,-0.03987735937934567,-0.002147258912439609,-0.02771202319636412,0.0,0.011764523685546813,-0.009269707375509584,0.004210984428455911,-0.008412235577588967,-0.014986646754615252,0.024208369201577096,0.0015900524140810557,0.025197098571869914,-0.013305965917416285,-0.02258840789631622,-0.005529112412657633,-0.016016548563813737,-0.0026568009609987397,-0.0037102678433490466,0.00884969822314896,-0.03629777507264631,-0.044872773591966286,-0.004950144644104704,0.01641506796821912,0.0193967141255178
